"Date","Performed_Tests","Total_tests_per_thousand","Daily_Tests","New_tests_per_thousand","Confirmed_cases","Total_cases_per_million","Active_cases","New_daily_cases","New_cases_per_million","Positive_rate","Hospitalized","Hosp_patients_per_million","In_ICU","ICU_patients_per_million","Recovered","Daily_recovered","Deaths","Total_deaths_per_million","Daily_deaths","New_deaths_per_million","Reproduction_rate","Total_vaccinations","People_vaccinated","People_fully_vaccinated","New_vaccinations","Total_vaccinations_per_hundred","People_vaccinated_per_hundred","People_fully_vaccinated_per_hundred"
2020-03-08,NA,NA,NA,NA,4,0.576,NA,4,0.576,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-09,NA,NA,NA,NA,4,0.576,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-10,NA,NA,NA,NA,4,0.576,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-11,NA,NA,NA,NA,7,1.007,NA,3,0.432,NA,NA,NA,NA,NA,NA,NA,1,0.144,1,0.144,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-12,NA,NA,NA,NA,7,1.007,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0.144,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-13,NA,NA,NA,NA,23,3.31,NA,16,2.303,NA,NA,NA,NA,NA,NA,NA,1,0.144,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-14,NA,NA,NA,NA,41,5.901,NA,18,2.591,NA,NA,NA,NA,NA,NA,NA,2,0.288,1,0.144,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-15,NA,NA,NA,NA,51,7.34,NA,10,1.439,NA,NA,NA,NA,NA,NA,NA,2,0.288,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-16,NA,NA,NA,NA,52,7.484,NA,1,0.144,NA,NA,NA,NA,NA,NA,NA,2,0.288,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-17,NA,NA,NA,NA,67,9.642,NA,15,2.159,NA,NA,NA,NA,NA,NA,NA,2,0.288,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-18,NA,NA,NA,NA,92,13.24,NA,25,3.598,NA,NA,NA,NA,NA,NA,NA,2,0.288,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-19,NA,NA,NA,NA,94,13.528,NA,2,0.288,NA,NA,NA,NA,NA,NA,NA,3,0.432,1,0.144,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-20,NA,NA,NA,NA,127,18.277,NA,33,4.749,NA,NA,NA,NA,NA,NA,NA,3,0.432,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-21,NA,NA,NA,NA,163,23.458,NA,36,5.181,NA,NA,NA,NA,NA,NA,NA,3,0.432,0,0,1.3,NA,NA,NA,NA,NA,NA,NA
2020-03-22,NA,NA,NA,NA,187,26.912,NA,24,3.454,NA,NA,NA,NA,NA,NA,NA,3,0.432,0,0,1.27,NA,NA,NA,NA,NA,NA,NA
2020-03-23,NA,NA,NA,NA,201,28.927,NA,14,2.015,NA,NA,NA,NA,NA,NA,NA,3,0.432,0,0,1.22,NA,NA,NA,NA,NA,NA,NA
2020-03-24,NA,NA,NA,NA,218,31.374,NA,17,2.447,NA,NA,NA,NA,NA,NA,NA,3,0.432,0,0,1.18,NA,NA,NA,NA,NA,NA,NA
2020-03-25,NA,NA,NA,NA,242,34.828,NA,24,3.454,NA,NA,NA,NA,NA,NA,NA,3,0.432,0,0,1.17,NA,NA,NA,NA,NA,NA,NA
2020-03-26,NA,NA,NA,NA,264,37.994,NA,22,3.166,NA,NA,NA,NA,NA,NA,NA,3,0.432,0,0,1.16,NA,NA,NA,NA,NA,NA,NA
2020-03-27,NA,NA,NA,NA,293,42.168,NA,29,4.174,NA,NA,NA,NA,NA,NA,NA,3,0.432,0,0,1.17,NA,NA,NA,NA,NA,NA,NA
2020-03-28,NA,NA,NA,NA,331,47.637,NA,38,5.469,NA,NA,NA,NA,NA,NA,NA,7,1.007,4,0.576,1.17,NA,NA,NA,NA,NA,NA,NA
2020-03-29,NA,NA,NA,NA,346,49.795,NA,15,2.159,NA,NA,NA,NA,NA,NA,NA,8,1.151,1,0.144,1.16,NA,NA,NA,NA,NA,NA,NA
2020-03-30,NA,NA,NA,NA,359,51.666,NA,13,1.871,NA,NA,NA,NA,NA,NA,NA,8,1.151,0,0,1.15,NA,NA,NA,NA,NA,NA,NA
2020-03-31,NA,NA,NA,NA,399,57.423,NA,40,5.757,NA,NA,NA,NA,NA,NA,NA,8,1.151,0,0,1.15,NA,NA,NA,NA,NA,NA,NA
2020-04-01,NA,NA,NA,NA,422,60.733,NA,23,3.31,NA,NA,NA,NA,NA,NA,NA,10,1.439,2,0.288,1.12,NA,NA,NA,NA,NA,NA,NA
2020-04-02,NA,NA,NA,NA,457,65.77,NA,35,5.037,NA,NA,NA,NA,NA,NA,NA,10,1.439,0,0,1.09,NA,NA,NA,NA,NA,NA,NA
2020-04-03,NA,NA,NA,NA,485,69.8,NA,28,4.03,NA,NA,NA,NA,NA,NA,NA,14,2.015,4,0.576,1.07,NA,NA,NA,NA,NA,NA,NA
2020-04-04,NA,NA,NA,NA,503,72.39,NA,18,2.591,NA,NA,NA,NA,NA,NA,NA,17,2.447,3,0.432,1.05,NA,NA,NA,NA,NA,NA,NA
2020-04-05,NA,NA,NA,NA,531,76.42,NA,28,4.03,NA,NA,NA,NA,NA,NA,NA,20,2.878,3,0.432,1.05,NA,NA,NA,NA,NA,NA,NA
2020-04-06,NA,NA,NA,NA,549,79.01,NA,18,2.591,NA,210,30.223,26,3.742,NA,NA,22,3.166,2,0.288,1.04,NA,NA,NA,NA,NA,NA,NA
2020-04-07,NA,NA,NA,NA,577,83.04,NA,28,4.03,NA,213,30.654,26,3.742,NA,NA,23,3.31,1,0.144,1.01,NA,NA,NA,NA,NA,NA,NA
2020-04-08,NA,NA,NA,NA,593,85.343,NA,16,2.303,NA,233,33.533,27,3.886,NA,NA,24,3.454,1,0.144,0.99,NA,NA,NA,NA,NA,NA,NA
2020-04-09,NA,NA,NA,NA,618,88.941,NA,25,3.598,NA,233,33.533,32,4.605,NA,NA,24,3.454,0,0,0.99,NA,NA,NA,NA,NA,NA,NA
2020-04-10,NA,NA,NA,NA,635,91.387,NA,17,2.447,NA,231,33.245,33,4.749,NA,NA,25,3.598,1,0.144,1,NA,NA,NA,NA,NA,NA,NA
2020-04-11,18502,2.663,NA,NA,661,95.129,NA,26,3.742,NA,231,33.245,35,5.037,NA,NA,28,4.03,3,0.432,1.05,NA,NA,NA,NA,NA,NA,NA
2020-04-12,NA,NA,NA,NA,675,97.144,NA,14,2.015,NA,230,33.101,36,5.181,NA,NA,29,4.174,1,0.144,1.09,NA,NA,NA,NA,NA,NA,NA
2020-04-13,NA,NA,NA,NA,685,98.583,NA,10,1.439,NA,230,33.101,36,5.181,NA,NA,32,4.605,3,0.432,1.14,NA,NA,NA,NA,NA,NA,NA
2020-04-14,NA,NA,NA,NA,713,102.613,NA,28,4.03,NA,209,30.079,29,4.174,NA,NA,35,5.037,3,0.432,1.2,NA,NA,NA,NA,NA,NA,NA
2020-04-15,NA,NA,NA,NA,747,107.506,NA,34,4.893,NA,218,31.374,31,4.461,NA,NA,36,5.181,1,0.144,1.27,NA,NA,NA,NA,NA,NA,NA
2020-04-16,NA,NA,NA,NA,800,115.134,NA,53,7.628,NA,227,32.669,37,5.325,NA,NA,38,5.469,2,0.288,1.31,NA,NA,NA,NA,NA,NA,NA
2020-04-17,NA,NA,NA,NA,846,121.754,NA,46,6.62,NA,244,35.116,44,6.332,NA,NA,41,5.901,3,0.432,1.31,NA,NA,NA,NA,NA,NA,NA
2020-04-18,NA,NA,NA,NA,878,126.359,NA,32,4.605,0.031,246,35.404,44,6.332,NA,NA,41,5.901,0,0,1.32,NA,NA,NA,NA,NA,NA,NA
2020-04-19,26417,3.802,NA,NA,894,128.662,NA,16,2.303,0.032,259,37.275,36,5.181,NA,NA,42,6.045,1,0.144,1.33,NA,NA,NA,NA,NA,NA,NA
2020-04-20,NA,NA,NA,NA,929,133.699,NA,35,5.037,0.04,268,38.57,36,5.181,NA,NA,43,6.188,1,0.144,1.37,NA,NA,NA,NA,NA,NA,NA
2020-04-21,NA,NA,NA,NA,975,140.319,NA,46,6.62,0.049,268,38.57,34,4.893,NA,NA,45,6.476,2,0.288,1.4,NA,NA,NA,NA,NA,NA,NA
2020-04-22,27000,3.886,NA,NA,1024,147.371,NA,49,7.052,0.061,281,40.441,40,5.757,NA,NA,49,7.052,4,0.576,1.42,NA,NA,NA,NA,NA,NA,NA
2020-04-23,NA,NA,NA,NA,1097,157.877,NA,73,10.506,0.048,270,38.858,37,5.325,NA,NA,52,7.484,3,0.432,1.44,NA,NA,NA,NA,NA,NA,NA
2020-04-24,NA,NA,NA,NA,1234,177.594,NA,137,19.717,0.05,282,40.585,41,5.901,NA,NA,54,7.772,2,0.288,1.43,NA,NA,NA,NA,NA,NA,NA
2020-04-25,NA,NA,NA,NA,1247,179.465,NA,13,1.871,0.039,292,42.024,41,5.901,NA,NA,55,7.915,1,0.144,1.33,NA,NA,NA,NA,NA,NA,NA
2020-04-26,NA,NA,NA,NA,1300,187.092,NA,53,7.628,0.037,292,42.024,37,5.325,NA,NA,56,8.059,1,0.144,1.28,NA,NA,NA,NA,NA,NA,NA
2020-04-27,NA,NA,NA,NA,1363,196.159,NA,63,9.067,0.032,301,43.319,41,5.901,NA,NA,58,8.347,2,0.288,1.22,NA,NA,NA,NA,NA,NA,NA
2020-04-28,NA,NA,NA,NA,1399,201.34,NA,36,5.181,0.027,301,43.319,39,5.613,NA,NA,58,8.347,0,0,1.14,NA,NA,NA,NA,NA,NA,NA
2020-04-29,45208,6.506,NA,NA,1447,208.248,NA,48,6.908,0.023,287,41.304,39,5.613,NA,NA,64,9.211,6,0.864,1.09,NA,NA,NA,NA,NA,NA,NA
2020-04-30,NA,NA,NA,NA,1506,216.739,NA,59,8.491,0.025,317,45.622,40,5.757,NA,NA,66,9.499,2,0.288,1.05,NA,NA,NA,NA,NA,NA,NA
2020-05-01,46510,6.694,NA,NA,1555,223.791,NA,49,7.052,0.022,317,45.622,43,6.188,NA,NA,68,9.786,2,0.288,1.02,NA,NA,NA,NA,NA,NA,NA
2020-05-02,47636,6.856,NA,0.162,1594,229.404,NA,39,5.613,0.027,321,46.197,43,6.188,NA,NA,72,10.362,4,0.576,1.01,NA,NA,NA,NA,NA,NA,NA
2020-05-03,48618,6.997,NA,0.141,1618,232.858,NA,24,3.454,0.028,321,46.197,40,5.757,NA,NA,73,10.506,1,0.144,1,NA,NA,NA,NA,NA,NA,NA
2020-05-04,49145,7.073,NA,0.076,1652,237.751,NA,34,4.893,0.032,321,46.197,40,5.757,NA,NA,78,11.226,5,0.72,1.01,NA,NA,NA,NA,NA,NA,NA
2020-05-05,50303,7.239,NA,0.167,1704,245.235,NA,52,7.484,0.04,316,45.478,37,5.325,NA,NA,80,11.513,2,0.288,1.02,NA,NA,NA,NA,NA,NA,NA
2020-05-06,51768,7.45,NA,0.211,1778,255.885,NA,74,10.65,0.05,316,45.478,39,5.613,NA,NA,84,12.089,4,0.576,1.01,NA,NA,NA,NA,NA,NA,NA
2020-05-07,52931,7.618,NA,0.167,1829,263.224,NA,51,7.34,0.046,353,50.803,38,5.469,NA,NA,84,12.089,0,0,0.98,NA,NA,NA,NA,NA,NA,NA
2020-05-08,54328,7.819,NA,0.201,1872,269.413,NA,43,6.188,0.041,355,51.091,43,6.188,NA,NA,86,12.377,2,0.288,0.95,NA,NA,NA,NA,NA,NA,NA
2020-05-09,56105,8.074,NA,0.256,1921,276.465,NA,49,7.052,0.039,380,54.688,49,7.052,NA,NA,90,12.953,4,0.576,0.95,NA,NA,NA,NA,NA,NA,NA
2020-05-10,57231,8.237,NA,0.162,1965,282.797,NA,44,6.332,0.04,389,55.984,56,8.059,NA,NA,91,13.096,1,0.144,0.93,NA,NA,NA,NA,NA,NA,NA
2020-05-11,57634,8.295,NA,0.058,1990,286.395,NA,25,3.598,0.04,385,55.408,58,8.347,NA,NA,93,13.384,2,0.288,0.9,NA,NA,NA,NA,NA,NA,NA
2020-05-12,58713,8.45,NA,0.155,2023,291.144,NA,33,4.749,0.038,368,52.961,50,7.196,NA,NA,95,13.672,2,0.288,0.88,NA,NA,NA,NA,NA,NA,NA
2020-05-13,60100,8.649,NA,0.2,2069,297.764,NA,46,6.62,0.035,365,52.53,51,7.34,NA,NA,96,13.816,1,0.144,0.86,NA,NA,NA,NA,NA,NA,NA
2020-05-14,61711,8.881,NA,0.232,2100,302.226,NA,31,4.461,0.031,365,52.53,51,7.34,NA,NA,99,14.248,3,0.432,0.84,NA,NA,NA,NA,NA,NA,NA
2020-05-15,63319,9.113,NA,0.231,2138,307.695,NA,38,5.469,0.03,321,46.197,49,7.052,NA,NA,102,14.68,3,0.432,0.84,NA,NA,NA,NA,NA,NA,NA
2020-05-16,64480,9.28,NA,0.167,2175,313.02,NA,37,5.325,0.03,322,46.341,45,6.476,NA,NA,105,15.111,3,0.432,0.85,NA,NA,NA,NA,NA,NA,NA
2020-05-17,65574,9.437,NA,0.157,2211,318.201,NA,36,5.181,0.029,323,46.485,46,6.62,NA,NA,108,15.543,3,0.432,0.86,NA,NA,NA,NA,NA,NA,NA
2020-05-18,65936,9.489,NA,0.052,2235,321.655,NA,24,3.454,0.03,329,47.349,43,6.188,NA,NA,110,15.831,2,0.288,0.84,NA,NA,NA,NA,NA,NA,NA
2020-05-19,66810,9.615,NA,0.126,2259,325.109,NA,24,3.454,0.029,299,43.031,36,5.181,NA,NA,112,16.119,2,0.288,0.82,NA,NA,NA,NA,NA,NA,NA
2020-05-20,68243,9.821,NA,0.206,2292,329.858,NA,33,4.749,0.027,285,41.016,33,4.749,NA,NA,116,16.694,4,0.576,0.82,NA,NA,NA,NA,NA,NA,NA
2020-05-21,NA,NA,NA,NA,2331,335.471,NA,39,5.613,0.028,287,41.304,31,4.461,NA,NA,120,17.27,4,0.576,0.82,NA,NA,NA,NA,NA,NA,NA
2020-05-22,71605,10.305,NA,NA,2372,341.371,NA,41,5.901,0.028,258,37.131,29,4.174,NA,NA,125,17.99,5,0.72,0.81,NA,NA,NA,NA,NA,NA,NA
2020-05-23,73210,10.536,NA,0.231,2408,346.552,NA,36,5.181,0.027,258,37.131,29,4.174,NA,NA,126,18.134,1,0.144,0.79,NA,NA,NA,NA,NA,NA,NA
2020-05-24,74096,10.664,NA,0.128,2427,349.287,NA,19,2.734,0.025,234,33.677,22,3.166,NA,NA,130,18.709,4,0.576,0.76,NA,NA,NA,NA,NA,NA,NA
2020-05-25,74539,10.727,NA,0.064,2433,350.15,NA,6,0.864,0.023,235,33.821,20,2.878,NA,NA,130,18.709,0,0,0.73,NA,NA,NA,NA,NA,NA,NA
2020-05-26,74834,10.77,NA,0.042,2443,351.589,NA,10,1.439,0.023,229,32.957,21,3.022,NA,NA,130,18.709,0,0,0.71,NA,NA,NA,NA,NA,NA,NA
2020-05-27,76391,10.994,NA,0.224,2460,354.036,NA,17,2.447,0.021,229,32.957,22,3.166,NA,NA,133,19.141,3,0.432,0.72,NA,NA,NA,NA,NA,NA,NA
2020-05-28,77664,11.177,NA,0.183,2477,356.483,NA,17,2.447,0.019,198,28.496,20,2.878,NA,NA,134,19.285,1,0.144,0.74,NA,NA,NA,NA,NA,NA,NA
2020-05-29,79389,11.425,NA,0.248,2485,357.634,NA,8,1.151,0.015,191,27.488,20,2.878,NA,NA,136,19.573,2,0.288,0.78,NA,NA,NA,NA,NA,NA,NA
2020-05-30,80742,11.62,NA,0.195,2499,359.649,NA,14,2.015,0.012,165,23.746,18,2.591,NA,NA,139,20.004,3,0.432,0.85,NA,NA,NA,NA,NA,NA,NA
2020-05-31,81348,11.707,NA,0.087,2513,361.664,NA,14,2.015,0.012,161,23.171,17,2.447,NA,NA,140,20.148,1,0.144,0.95,NA,NA,NA,NA,NA,NA,NA
2020-06-01,81694,11.757,NA,0.05,2519,362.527,NA,6,0.864,0.012,153,22.019,16,2.303,NA,NA,140,20.148,0,0,1.03,NA,NA,NA,NA,NA,NA,NA
2020-06-02,82914,11.933,NA,0.176,2538,365.262,NA,19,2.734,0.012,141,20.292,20,2.878,NA,NA,144,20.724,4,0.576,1.14,NA,NA,NA,NA,NA,NA,NA
2020-06-03,84261,12.127,NA,0.194,2560,368.428,NA,22,3.166,0.013,132,18.997,9,1.295,NA,NA,146,21.012,2,0.288,1.27,NA,NA,NA,NA,NA,NA,NA
2020-06-04,85830,12.352,NA,0.226,2585,372.026,NA,25,3.598,0.013,141,20.292,8,1.151,NA,NA,147,21.156,1,0.144,1.41,NA,NA,NA,NA,NA,NA,NA
2020-06-05,87890,12.649,NA,0.296,2627,378.07,NA,42,6.045,0.017,149,21.444,8,1.151,NA,NA,159,22.883,12,1.727,1.56,NA,NA,NA,NA,NA,NA,NA
2020-06-06,89902,12.821,2012,0.172,2668,390.159,980,41,12.089,0.025,147,21.156,12,1.727,1528,138,160,23.027,1,0.144,1.68,NA,NA,NA,NA,NA,NA,NA
2020-06-07,90329,12.938,1252,0.117,2711,392.462,1006,43,2.303,0.025,155,22.307,12,1.727,1545,17,160,23.027,0,0,1.71,NA,NA,NA,NA,NA,NA,NA
2020-06-08,90329,13,427,0.061,2727,404.407,1019,16,11.945,0.034,158,22.739,12,1.727,1548,3,160,23.602,0,0.576,1.75,NA,NA,NA,NA,NA,NA,NA
2020-06-09,91735,13.202,1406,0.202,2810,415.776,1059,83,11.369,0.04,152,21.875,15,2.159,1587,39,164,24.034,4,0.432,1.73,NA,NA,NA,NA,NA,NA,NA
2020-06-10,93512,13.458,1777,0.256,2889,430.744,1099,79,14.967,0.047,161,23.171,13,1.871,1623,36,167,24.034,3,0,1.69,NA,NA,NA,NA,NA,NA,NA
2020-06-11,95820,13.79,2308,0.332,2993,444.128,1162,104,13.384,0.05,187,26.912,17,2.447,1664,41,167,24.178,0,0.144,1.62,NA,NA,NA,NA,NA,NA,NA
2020-06-12,98460,14.17,2640,0.38,3086,459.239,1230,93,15.111,0.053,204,29.359,15,2.159,1688,24,168,24.754,1,0.576,1.55,NA,NA,NA,NA,NA,NA,NA
2020-06-13,101102,14.55,2642,0.38,3191,470.033,1303,105,10.794,0.046,215,30.942,15,2.159,1716,28,172,24.754,4,0,1.47,NA,NA,NA,NA,NA,NA,NA
2020-06-14,103077,14.835,1975,0.284,3266,473.487,1371,75,3.454,0.043,247,35.548,16,2.303,1723,7,172,25.042,0,0.288,1.42,NA,NA,NA,NA,NA,NA,NA
2020-06-15,104486,15.037,1409,0.203,3290,480.827,1386,24,7.34,0.038,244,35.116,15,2.159,1730,7,174,25.329,2,0.288,1.39,NA,NA,NA,NA,NA,NA,NA
2020-06-16,106280,15.59,1794,0.552,3341,496.946,1381,51,16.119,0.034,253,36.411,14,2.015,1784,54,176,26.049,2,0.72,1.38,NA,NA,NA,NA,NA,NA,NA
2020-06-17,108325,NA,2045,NA,3453,509.754,1455,112,12.809,0.033,267,38.426,13,1.871,1817,33,181,26.481,5,0.432,1.36,NA,NA,NA,NA,NA,NA,NA
2020-06-18,110379,16.188,2054,NA,3542,528.751,1478,89,18.997,0.035,276,39.721,12,1.727,1880,63,184,27.344,3,0.864,1.35,NA,NA,NA,NA,NA,NA,NA
2020-06-19,112483,NA,2104,NA,3674,540.409,1543,132,11.657,0.035,289,41.592,13,1.871,1941,61,190,27.776,6,0.432,1.32,NA,NA,NA,NA,NA,NA,NA
2020-06-20,114854,16.725,2371,NA,3755,557.247,1554,81,16.838,0.04,314,45.19,17,2.447,2008,67,193,28.64,3,0.864,1.31,NA,NA,NA,NA,NA,NA,NA
2020-06-21,116214,NA,1360,NA,3872,561.996,1646,117,4.749,0.046,322,46.341,13,1.871,2027,19,199,28.64,6,0,1.3,NA,NA,NA,NA,NA,NA,NA
2020-06-22,116780,16.807,566,NA,3905,573.366,1632,33,11.369,0.052,322,46.341,13,1.871,2074,47,199,29.791,0,1.151,1.29,NA,NA,NA,NA,NA,NA,NA
2020-06-23,119556,17.206,2776,0.4,3984,592.075,1606,79,18.709,0.059,341,49.076,11,1.583,2171,97,207,29.935,8,0.144,1.3,NA,NA,NA,NA,NA,NA,NA
2020-06-24,122502,17.63,2946,0.424,4114,610.496,1689,130,18.421,0.058,362,52.098,13,1.871,2217,46,208,30.079,1,0.144,1.3,NA,NA,NA,NA,NA,NA,NA
2020-06-25,125518,18.064,3016,0.434,4242,634.387,1770,128,23.89,0.056,390,56.128,16,2.303,2263,46,209,30.367,1,0.288,1.29,NA,NA,NA,NA,NA,NA,NA
2020-06-26,128293,18.464,2775,0.399,4408,649.498,1827,166,15.111,0.054,384,55.264,16,2.303,2370,107,211,30.942,2,0.576,1.27,NA,NA,NA,NA,NA,NA,NA
2020-06-27,131043,18.859,2750,0.396,4513,665.617,1841,105,16.119,0.051,392,56.416,18,2.591,2457,87,215,31.086,4,0.144,1.27,NA,NA,NA,NA,NA,NA,NA
2020-06-28,132571,19.079,1528,0.22,4625,675.115,1934,112,9.499,0.049,423,60.877,20,2.878,2475,18,216,31.518,1,0.432,1.29,NA,NA,NA,NA,NA,NA,NA
2020-06-29,133605,19.228,1034,0.149,4691,695.263,1964,66,20.148,0.05,423,60.877,25,3.598,2508,33,219,32.094,3,0.576,1.3,NA,NA,NA,NA,NA,NA,NA
2020-06-30,138130,19.879,4525,0.651,4831,718.002,2026,140,22.739,0.047,434,62.46,31,4.461,2582,74,223,33.101,4,1.007,1.29,NA,NA,NA,NA,NA,NA,NA
2020-07-01,141473,20.36,3343,0.481,4989,741.749,2083,158,23.746,0.048,435,62.604,32,4.605,2676,94,230,33.389,7,0.288,1.28,NA,NA,NA,NA,NA,NA,NA
2020-07-02,144369,20.777,2896,0.417,5154,764.919,2200,165,23.171,0.048,446,64.187,32,4.605,2722,46,232,33.389,2,0,1.28,NA,NA,NA,NA,NA,NA,NA
2020-07-03,147524,21.231,3155,0.454,5315,791.112,2281,161,26.193,0.051,443,63.755,31,4.461,2802,80,232,34.396,0,1.007,1.29,NA,NA,NA,NA,NA,NA,NA
2020-07-04,150062,21.596,2538,0.365,5497,817.017,2366,182,25.905,0.055,450,64.763,29,4.174,2892,90,239,34.684,7,0.288,1.29,NA,NA,NA,NA,NA,NA,NA
2020-07-05,152653,22.102,2591,0.506,5677,826.084,2538,180,9.067,0.05,463,66.634,29,4.174,2898,6,241,35.404,2,0.72,1.3,NA,NA,NA,NA,NA,NA,NA
2020-07-06,153576,22.502,923,0.399,5740,851.126,2579,63,25.042,0.048,458,65.914,28,4.03,2915,17,246,35.979,5,0.576,1.3,NA,NA,NA,NA,NA,NA,NA
2020-07-07,156351,NA,2775,NA,5914,878.182,2664,174,27.056,0.056,470,67.641,29,4.174,3000,85,250,36.555,4,0.576,1.3,NA,NA,NA,NA,NA,NA,NA
2020-07-08,159818,23.001,3467,NA,6102,912.722,2811,188,34.54,0.065,483,69.512,32,4.605,3037,37,254,37.275,4,0.72,1.31,NA,NA,NA,NA,NA,NA,NA
2020-07-09,164104,23.617,4286,0.617,6342,960.215,2917,240,47.493,0.069,498,71.671,29,4.174,3166,129,259,37.706,5,0.432,1.31,NA,NA,NA,NA,NA,NA,NA
2020-07-10,167790,24.148,3686,0.53,6672,1002.239,3181,330,42.024,0.072,525,75.556,28,4.03,3229,63,262,38.426,3,0.72,1.28,NA,NA,NA,NA,NA,NA,NA
2020-07-11,172330,24.801,4540,0.653,6964,1032.605,3389,292,30.367,0.067,516,74.261,32,4.605,3308,79,267,38.426,5,0,1.24,NA,NA,NA,NA,NA,NA,NA
2020-07-12,175136,25.205,2806,0.404,7175,1043.687,3597,211,11.082,0.07,532,76.564,33,4.749,3311,3,267,38.57,0,0.144,1.2,NA,NA,NA,NA,NA,NA,NA
2020-07-13,176334,25.377,1198,0.172,7252,1066.57,3665,77,22.883,0.075,535,76.996,33,4.749,3319,8,268,39.721,1,1.151,1.18,NA,NA,NA,NA,NA,NA,NA
2020-07-14,179675,25.858,3341,0.481,7411,1100.246,3618,159,33.677,0.071,529,76.132,29,4.174,3517,198,276,40.729,8,1.007,1.16,NA,NA,NA,NA,NA,NA,NA
2020-07-15,184560,26.561,4885,0.703,7645,1133.635,3699,234,33.389,0.062,551,79.298,27,3.886,3663,146,283,41.592,7,0.864,1.15,NA,NA,NA,NA,NA,NA,NA
2020-07-16,189953,27.337,5393,0.776,7877,1172.061,3747,232,38.426,0.057,575,82.752,28,4.03,3841,178,289,42.168,6,0.576,1.14,NA,NA,NA,NA,NA,NA,NA
2020-07-17,196479,28.277,6526,0.939,8144,1214.948,3924,267,42.887,0.052,582,83.76,28,4.03,3927,86,293,42.743,4,0.576,1.14,NA,NA,NA,NA,NA,NA,NA
